title,url,description,duration,thumbnail
5.17: Introduction to Matter.js - The Nature of Code,https://www.youtube.com/watch?v=urR596FsU68,"This video is an introduction to the Matter.js, a 2D JavaScript physics library that supports rigid body collisions and constraints. In this video I show you how to set up your code to use...",1945,https://i.ytimg.com/vi/urR596FsU68/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjJVCaB8DwIvwn8EjN3tYLTjPLPQ
5.0b: Introduction to Physics Engines Part 2 - The Nature of Code,https://www.youtube.com/watch?v=kRdw-Cm8BZ4,"This video is the second part of my introduction to physics engines. Here I answer questions submitted by viewers.
 
Link to Part 1: https://youtu.be/wB1pcXtEwIs
Next video in the Physics Libraries...",649,https://i.ytimg.com/vi/kRdw-Cm8BZ4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtwPPq0D1SPx4TVEu8dB9MKZ7rOA
5.0a: Introduction to Physics Engines Part 1 - The Nature of Code,https://www.youtube.com/watch?v=wB1pcXtEwIs,"In this video, I attempt to answer the questions: (1) what are Physics Engines? and (2) why would you want to use them? I discuss some common physics engines and their various pros/cons --...",1343,https://i.ytimg.com/vi/wB1pcXtEwIs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRaMgUrsr72PpJBitCNBskV1o84Q
Coding Train Live 83: More Matter.js,https://www.youtube.com/watch?v=BOAMGfGO6Xs,"This episode focuses on the Matter.js physics engine. I create a series of small examples demonstrating various features of the JavaScript library (bodies, constraints, mouse interaction) using...",8650,https://i.ytimg.com/vi/BOAMGfGO6Xs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOwCrTqmfYuMVHOe7oIpkMuF2hDw
Coding Train Live 82: Physics Engines and Matter.js,https://www.youtube.com/watch?v=YKdvQYk7orE,"In this episode of The Coding Train, I provide an overview of physics engines. I a discuss a variety of libraries and the factors that go into picking an engine: 2D vs. 3D, collision detection,...",7263,https://i.ytimg.com/vi/YKdvQYk7orE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPL9rsLcG88-cRGSlRO5XAvYsuxA
Coding Challenge #61: Fractal Spirograph,https://www.youtube.com/watch?v=0dwJ-bkJwDI,"In this coding challenge, I attempt to create a ""Fractal Spirograph"" with Processing (Java). The visuals are inspired by images and explanation on C. J. Chen’s blog. Code: https://thecodingtrain....",2659,https://i.ytimg.com/vi/0dwJ-bkJwDI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDD7PblHX0mKV-A_rUBL3GlrbihaQ
Coding Challenge #60: Butterfly Generator,https://www.youtube.com/watch?v=O_0fRV4MTZo,"Inspired by Everest Pipkin’s Moth Generator, I use trigonometry and perlin noise to procedurally generate butterfly wing designs with p5.js. Code: https://thecodingtrain.com/challenges/60-butterf...",1250,https://i.ytimg.com/vi/O_0fRV4MTZo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoQQXT2izyq7D6bZ7zfYhtNCCyuw
Guest Tutorial #4: Matrix Digital Rain in p5.js with Emily Xie,https://www.youtube.com/watch?v=S1TQCi9axzg,"In this guest tutorial, Emily Xie uses the p5.js library to recreate the digital rain effect from the movie The Matrix.

Emily Xie is a software developer and creative coder. She's passionate...",2603,https://i.ytimg.com/vi/S1TQCi9axzg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBEuNtkIzzwFjj9i6OWAvfSXLk6bQ
9.19: Prototypes in Javascript - p5.js Tutorial,https://www.youtube.com/watch?v=hS_WqkyUah8,"In this video, I examine the concept of ""Prototype"" in the JavaScript programming language. I look at how you can attach methods to objects via prototype (for both objects of existing JS types...",1164,https://i.ytimg.com/vi/hS_WqkyUah8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDcnQBdtgk6CxYo1LkovQ07eUIzyQ
Coding Challenge #59: Steering Behaviors,https://www.youtube.com/watch?v=4hA7G3gup-4,"In this coding challenge, I look at extracting font path points from text in p5.js with p5.Font.textToPoints(). I render the text as particles with steering behaviors that react to the mouse....",1856,https://i.ytimg.com/vi/4hA7G3gup-4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBFhMTulIxCbr6JacSddoh2Y3-QMw
Coding Challenge #58: 3D Earthquake Data Visualization,https://www.youtube.com/watch?v=dbs4IYGfAXc,"In this coding challenge, I follow up on the Earthquake Data Visualization challenge and create a 3D version in Processing(Java) using spherical coordinates. I also discuss some 3D vector math...",2437,https://i.ytimg.com/vi/dbs4IYGfAXc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDzBMs-1C5gaqm3BTZmsaQZDVwdqw
Coding Challenge #54.2: Star Patterns Update: Law of Sines,https://www.youtube.com/watch?v=lobJ9gzbLo8,"In this bonus super-sized coding challenge, I work through visualizing Islamic Star Patterns in p5.js. Code: https://thecodingtrain.com/challenges/54-islamic-star-patterns

p5.js Web Editor...",971,https://i.ytimg.com/vi/lobJ9gzbLo8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD0gIPcGOyJDOsqdwU6iMFETKuvPA
Coding Challenge #57: Mapping Earthquake Data,https://www.youtube.com/watch?v=ZiYdOwOrGyc,"In this coding challenge, I visualize earthquake data from the USGS by mapping the latitude, longitude and the magnitude of earthquakes with p5.js. The map imagery is pulled from mapbox and...",2031,https://i.ytimg.com/vi/ZiYdOwOrGyc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBDCOp9U-Jj3Vricy0UBCrqnIVWKg
9.18: p5.js with OpenProcessing and Processing IDE - p5.js Tutorial,https://www.youtube.com/watch?v=vNjobQiQZns,"In this video, I demonstrate two programming environments you can use to code p5.js sketches. First I look at the OpenProcessing (https://openprocessing.org) online editor created by Sinan...",392,https://i.ytimg.com/vi/vNjobQiQZns/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA5M-hePvr5OnSCU1D1GmWo_F7Zmg
1.2: p5.js with Brackets - p5.js Tutorial,https://www.youtube.com/watch?v=nmZbhManVcY,"In this video, I demonstrate how to create a p5.js sketch using the Brackets code editor (http://brackets.io) and the ""p5.js complete"" download package (https://p5js.org/download/).

Download...",719,https://i.ytimg.com/vi/nmZbhManVcY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCQOG449eq1DKjb5oHYhvQy-lCqUg
Coding Challenge #56: Attraction and Repulsion Forces,https://www.youtube.com/watch?v=OAcXnzRNiCY,"In this challenge, I create a particle system and add ""attractors"" simulating attraction and repulsion forces. Code: https://thecodingtrain.com/challenges/56-attraction-and-repulsion-forces...",2713,https://i.ytimg.com/vi/OAcXnzRNiCY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5a3tO24Sj1JxNuM9FUtmTc8L_Pw
Coding Challenge #55: Mathematical Rose Patterns,https://www.youtube.com/watch?v=f5QBExMNB1I,"In this coding challenge, I attempt to create rose (rhodonea) curves using trigonometry function and polar coordinates. Code: https://thecodingtrain.com/challenges/55-mathematical-rose-patterns...",764,https://i.ytimg.com/vi/f5QBExMNB1I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBYnCay5REOAPXb_KPXj6PkyVHp8w
Q&A #7.3: Comparing p5.js and Processing - Part 3,https://www.youtube.com/watch?v=_y8rEHjqzRA,"In the third part of ""Comparing p5.js and Processing"", I answer viewer submitted questions from the live chat.

Part 1: https://youtu.be/AmlAiKsiy0o
Part 2: https://youtu.be/AsjPJ5AWkDc

Support...",580,https://i.ytimg.com/vi/_y8rEHjqzRA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDb_Cxx2rM9mqD27a2bOWo83_kQFA
Q&A #7.2: Comparing p5.js and Processing - Part 2,https://www.youtube.com/watch?v=AsjPJ5AWkDc,"In the second part of ""Comparing p5.js and Processing"", I examine syntax and feature differences between the two environments.

Part 1: https://youtu.be/AmlAiKsiy0o
Part 3: https://youtu.be/_y8rEHj...",1356,https://i.ytimg.com/vi/AsjPJ5AWkDc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD1LpitU5w11WarVd81wUXjpG3-pA
Q&A #7.1: Comparing p5.js and Processing - Part 1,https://www.youtube.com/watch?v=AmlAiKsiy0o,"In this three part Q&A, I discuss differences between p5.js and Processing.  In this first video, I focus on the underlying languages of each project (Java and JavaScript).

Part 2: https://youtu.b...",964,https://i.ytimg.com/vi/AmlAiKsiy0o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBFDXEWot0baUXptIv4pgj-NQNVpA
Coding Challenge #54.1: Islamic Star Patterns,https://www.youtube.com/watch?v=sJ6pMLp_IaI,"In this bonus super-sized coding challenge, I work through visualizing Islamic Star Patterns in p5.js. Code: https://thecodingtrain.com/challenges/54-islamic-star-patterns

p5.js Web Editor...",3914,https://i.ytimg.com/vi/sJ6pMLp_IaI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDaUv78GI08NquyPxAyde56eWxuKg
Coding Challenge #53: Random Walker with Vectors and Lévy Flight,https://www.youtube.com/watch?v=bqF9w9TTfeo,"In this coding challenge, I simulate a ""random walk"" with vectors in p5.js, varying the distance of each step size. This is known as a ""Lévy Flight"" (named after french mathematician Paul...",978,https://i.ytimg.com/vi/bqF9w9TTfeo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB5OUWl8zUkNRmK_2w82nNagAroBQ
Random Walker in p5.js (Coding Challenge 52),https://www.youtube.com/watch?v=l__fEY1xanY,"In this coding challenge, I simulate a ""random walk"" with the p5.js library. This video is part of the course Nature of Code at ITP, Tisch, NYU. Code: https://thecodingtrain.com/challenges/52-rando...",953,https://i.ytimg.com/vi/l__fEY1xanY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBzjsZg2qgWnNqknf-Qv4fDNB1Nrg
Coding Challenge 51.3: A* Pathfinding Algorithm - Part 3,https://www.youtube.com/watch?v=jwRT4PCT6RU,"In this multi-part coding challenge, I attempt an implementation of the A* Pathfinding Algorithm to find the optimal path between two points in a 2D grid. Code: https://thecodingtrain.com/challenge...",413,https://i.ytimg.com/vi/jwRT4PCT6RU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3wpN_7IauCyrTzu_a1IeuCYFwbQ
Coding Challenge 51.2: A* Pathfinding Algorithm - Part 2,https://www.youtube.com/watch?v=EaZxUCWAjb0,"In this multi-part coding challenge, I attempt an implementation of the A* Pathfinding Algorithm to find the optimal path between two points in a 2D grid. Code: https://thecodingtrain.com/challenge...",1020,https://i.ytimg.com/vi/EaZxUCWAjb0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDrJLE_5jSIIBMrkB-hrJrhPDW7mw
A* Pathfinding Algorithm (Coding Challenge 51 - Part 1),https://www.youtube.com/watch?v=aKYlikFAV4k,"In this multi-part coding challenge, I attempt an implementation of the A* Pathfinding Algorithm to find the optimal path between two points in a 2D grid. Code: https://thecodingtrain.com/challenge...",2922,https://i.ytimg.com/vi/aKYlikFAV4k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwBkhX_DwdvFj4MnlW52eXebxQAg
Coding Challenge #50.2: Animated Circle Packing - Part 2 (Kitten Addendum),https://www.youtube.com/watch?v=ERQcYaaZ6F0,"In this multi-part coding challenge, I demonstrate how to use a circle packing algorithm. Code: https://thecodingtrain.com/challenges/50-animated-circle-packing

p5.js Web Editor Sketches:...",307,https://i.ytimg.com/vi/ERQcYaaZ6F0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBiPXw3dKydu0wN-_e0Zi0h2PKt7A
Coding Challenge #50.1: Animated Circle Packing - Part 1,https://www.youtube.com/watch?v=QHEQuoIKgNE,"In this multi-part coding challenge, I demonstrate how to use a circle packing algorithm. Code: https://thecodingtrain.com/challenges/50-animated-circle-packing

p5.js Web Editor Sketches:...",1712,https://i.ytimg.com/vi/QHEQuoIKgNE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAnZ6mbaNkS8S-hhpBJmQziInYZCA
Coding Challenge #49: Photo Mosaic with White House Social Media Images,https://www.youtube.com/watch?v=nnlAH1zDBDE,"In this coding challenge, I use a collection of Obama Administration’s facebook images to create a “photo mosaic” of President Obama with Processing (Java). Code: https://thecodingtrain.com/c...",1621,https://i.ytimg.com/vi/nnlAH1zDBDE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDp3Z40UfxmSW4P2Zz21MW2QdwkFg
Coding Challenge #48: White House Social Media Data Visualization,https://www.youtube.com/watch?v=UrznYJltZrU,"In this Coding Challenge, I discuss how to use the newly released White House social media data to make simple data visualization example with p5.js. Code: https://thecodingtrain.com/challenges/48-...",2085,https://i.ytimg.com/vi/UrznYJltZrU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAEJQXJfZEhdFIwC5BDwtruzpfZKg
ITP Winter Show 2016,https://www.youtube.com/watch?v=Snv_TNrKnIU,It's the ITP Winter Show!  ITP is a two-year graduate program located in the Tisch School of the Arts whose mission is to explore the imaginative use of communications technologies — how...,988,https://i.ytimg.com/vi/Snv_TNrKnIU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBKjiBz8DIuPE268T1PUPm9bXQcGQ
Coding Challenge #47: Pixel Sorting in Processing,https://www.youtube.com/watch?v=JUDYkxU6J0o,"In this coding challenge, I implement “Pixel Sorting” in Processing (Java). Using a “selection sort” algorithm, I sort the pixels of an image by brightness and hue. Code: https://thecodingt...",1231,https://i.ytimg.com/vi/JUDYkxU6J0o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNmoZXCnDmsxzIR2YrcZTLx7r6XQ
Guest Tutorial #3: Spring Animations and p5.js with Val Head,https://www.youtube.com/watch?v=VWfXiSUDquw,"In this guest tutorial, Val Head uses the p5.js library to create a simple spring animation (without the use of a separate physics engine!)  

This video has some audio problems towards the...",582,https://i.ytimg.com/vi/VWfXiSUDquw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCN8D-YgzcRI23bZSIfInoRSY8jGQ
Guest Tutorial #2: Web Animations and Mo.js with Sarah Drasner,https://www.youtube.com/watch?v=yRxWa8lXasI,"In this guest tutorial, Sarah Drasner demonstrates how to use the Mo.js library to create a smooth colorful ""burst"" animation in the browser.

Sarah is an award-winning Speaker, Consultant,...",921,https://i.ytimg.com/vi/yRxWa8lXasI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6x8B8JDI530KZd8b1XyZITu7AJA
Coding Challenge #46.2: Asteroids with p5.js - Part 2,https://www.youtube.com/watch?v=xTTuih7P0c0,"In this two part coding challenge, I use the p5.js library to create my own version of the classic Atari video game Asteroids! Code: https://thecodingtrain.com/challenges/46-asteroids

🕹️...",1864,https://i.ytimg.com/vi/xTTuih7P0c0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDABFM-uKjTKDPlt1PRRlOFfRTiAA
Coding Challenge #46.1: Asteroids with p5.js - Part 1,https://www.youtube.com/watch?v=hacZU523FyM,"In this two part coding challenge, I use the p5.js library to create my own version of the classic Atari video game Asteroids! Code: https://thecodingtrain.com/challenges/46-asteroids

🕹️...",1915,https://i.ytimg.com/vi/hacZU523FyM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDj-LBvKTLDY9ahaW7Jx6aHaLBzeA
Coding Challenge #45: Saving p5.js Drawings to Firebase,https://www.youtube.com/watch?v=RUSvMxxm_Jo,"In this coding challenge, I make a HTML5 canvas doodling application with p5.js. Users can save and share drawings in real-time with the Database as a Service (DBaaS) Firebase. Code: https://thecod...",2155,https://i.ytimg.com/vi/RUSvMxxm_Jo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB3s7WDb9nAe5Vq4n2wJYnruCPPrg
9.3: Firebase: Retrieving Data - Programming with Text,https://www.youtube.com/watch?v=NcewaPfFR6Y,"In this video, I demonstrate how to retrieve data from Firebase (Google database as a service product).  The example is a high score list but the data can be anything of course. This video...",804,https://i.ytimg.com/vi/NcewaPfFR6Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAOv3oIk2H04R-fAeUfaTO_yF1Uzg
9.2: Firebase: Saving Data - Programming with Text,https://www.youtube.com/watch?v=7lEU1UEw3YI,"In this video, I demonstrate how to save data to the cloud using the database service Firebase. This video is part of the ""Programming from A to Z"" ITP class.

Next video: https://youtu.be/NcewaPfF...",922,https://i.ytimg.com/vi/7lEU1UEw3YI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5hFy4gHKAwN-KvRdXBduEPkX1yg
9.1: What is Firebase? (Database as a Service) - Programming with Text,https://www.youtube.com/watch?v=JrHT1iqSrAQ,"In this video, I introduce the concept of ""Database as a Service"" (DBaaS). I discuss how you can store data in a web application written with client-side JavaScript only. This is the first...",355,https://i.ytimg.com/vi/JrHT1iqSrAQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDlGIu512WyrEwBgIzGTYU5Dg3a6Q
"8.7: ""Build Your Own API"" Conclusion with HTTP POST - Programming with Text",https://www.youtube.com/watch?v=GZ2nwxhQUTU,"This is it! The conclusion to the ""Build Your Own API"" with node.js tutorial from my ""Programming from A to Z"" ITP class.

In this last part, I add AFINN-111 Sentiment Analysis to the API and...",2001,https://i.ytimg.com/vi/GZ2nwxhQUTU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDdxpzdRl9ng0GG349GcZeSLs9xyA
Coding Challenge #44: AFINN-111 Sentiment Analysis - Part 2,https://www.youtube.com/watch?v=VV1JmMYceJw,"In this multi-part coding challenge I implement sentiment analysis using the AFINN-111 word list. Code: https://thecodingtrain.com/challenges/44-afinn-111-sentiment-analysis

🕹️ p5.js...",995,https://i.ytimg.com/vi/VV1JmMYceJw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6ZUBIFTepH9C_EbKk9G7nacVAGg
Coding Challenge #44: AFINN-111 Sentiment Analysis - Part 1,https://www.youtube.com/watch?v=uw3GbsY_Pbc,"In this multi-part coding challenge I implement sentiment analysis using the AFINN-111 word list. Code: https://thecodingtrain.com/challenges/44-afinn-111-sentiment-analysis

🕹️ p5.js...",769,https://i.ytimg.com/vi/uw3GbsY_Pbc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZ-xCz_2dKE4jqgr6ixsBOAx5YPw
8.6: API Front End Client - Programming with Text,https://www.youtube.com/watch?v=4zr8j-jeU_M,"In this video, I look at how to talk to your API from a web page by building a simple front end client with HTML and the p5.js library. 

Next Video: https://youtu.be/uw3GbsY_Pbc

http://shiffman.n...",830,https://i.ytimg.com/vi/4zr8j-jeU_M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDINTRpGWb7-Hs3yghb1v7ae3EL1A
8.5: Saving Data to JSON File with Node.js - Programming with Text,https://www.youtube.com/watch?v=6iZiqQZBQJY,"In this video, I discuss how to work with a very simple database with in the API example using local JSON files and the node.js ""fs""(file-system) package.  

Next video: https://youtu.be/4zr8j-jeU_...",1020,https://i.ytimg.com/vi/6iZiqQZBQJY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXCykevqqBH8tkdPn6tJ1oyOEZgQ
Guest Tutorial #1: Particle.io Board and p5.js with Tega Brain,https://www.youtube.com/watch?v=0QjgnEBp__U,"This is the first in a new series of guest tutorials!

My first guest is Tega Brain. Tega is an Australian artist, teacher and engineer who gives us a tutorial on environmental sensing and...",1622,https://i.ytimg.com/vi/0QjgnEBp__U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCr79cTXTRZNKK9RrnTtAiMQaqEjA
8.4: RESTful Routes with Parameters - Programming with Text,https://www.youtube.com/watch?v=oMhAd864bBc,"In ""Building an API in Node"" video for the ITP course ""Programming from A to Z"",  I expand on the previous video (https://youtu.be/e4qKBkwwkNg) and customize the routes used in the GET requests...",817,https://i.ytimg.com/vi/oMhAd864bBc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAYC6jY96H7dhwaqulXxlINWOoIqQ
8.3: RESTful Routes - Programming with Text,https://www.youtube.com/watch?v=e4qKBkwwkNg,"In this second video of ""Building an API in Node"" from the ITP course ""Programming from A to Z"",  I explain what a REST (Representational state transfer) API is as well as how to use ""routes""...",665,https://i.ytimg.com/vi/e4qKBkwwkNg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCxReSyWjnbSUVnAt-_X6A0VQtWZA
8.2: HTTP Server with Express - Programming with Text,https://www.youtube.com/watch?v=6oiabY1xpBo,"In this first video of ""Building an API in Node"" from the ITP course ""Programming from A to Z"", I show you how to create a simple HTTP Server with the Node.js framework Express. (http://shiffman.ne...",740,https://i.ytimg.com/vi/6oiabY1xpBo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDKxu3l-Mx4-MsNox3ilZL1v0kt9w
8.1: Intro to Session 8: Building an API in Node - Programming with Text,https://www.youtube.com/watch?v=P-Upi9TMrBk,"This video introduces ""Session 8: Building an API in Node"" from the ITP course ""Programming from A to Z"". (http://shiffman.net/a2z/node-api/)

In this session, I cover the basic steps for building...",522,https://i.ytimg.com/vi/P-Upi9TMrBk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1PX4X1XZyjzX95dSlSUKmNxc39g
The Coding Train!,https://www.youtube.com/watch?v=_t0ZBAk72K8,"I'm Daniel Shiffman.  I teach at ITP (http://itp.nyu.edu) and help to administer the Processing Foundation (http://processingfoundation.org).  Here l I publish ""creative coding"" video tutorials...",98,https://i.ytimg.com/vi/_t0ZBAk72K8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSo87fD5CvEoSmnaPLZFdWxU84-g
7.4: Homework Assignment Session 7 - Programming with Text,https://www.youtube.com/watch?v=UzVtOS2DBA8,"In this last video of Session 7, I discuss exercises you can try related to Context-Free Grammars.

Course url: http://shiffman.net/a2z/

Links discussed in this session:
🔗 Kate Compton's...",260,https://i.ytimg.com/vi/UzVtOS2DBA8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClqri27w843ofjuCdj7sU7bT7Pyw
Coding Challenge #43: Context-Free Grammar,https://www.youtube.com/watch?v=8Z9FRiW2Jlc,"In this Coding Challenge, I code a Context-Free Grammar text generator from scratch. The concept of recursion is explored. This video is part of Session 7 of the ""Programming from A to Z"" ITP...",1133,https://i.ytimg.com/vi/8Z9FRiW2Jlc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCH6jYVWbYdWlP14AOcZLnQva3jgA
7.3: Context-Free Grammar with RiTa.js - Programming with Text,https://www.youtube.com/watch?v=VaAoIaZ3YKs,"In this video, I use Daniel C. Howe's RiTa.js library to generate text with a context-free grammar (https://github.com/dhowe/RiTaJS). This video is part of Session 7 of the ""Programming from...",1024,https://i.ytimg.com/vi/VaAoIaZ3YKs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCvYC14LaR-R4HCE0c8i0WSOcHH9Q
7.2: Context-Free Grammar with Tracery - Programming with Text,https://www.youtube.com/watch?v=C3EwsSNJeOE,"In this video, I demonstrate how to use Kate Compton's Tracery library to generate a story from a set of grammar rules.. This video is part of Session 7 of the ""Programming from A to Z"" ITP...",999,https://i.ytimg.com/vi/C3EwsSNJeOE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDBYjxltOrgmv9hBjUhxf80f561tQ
7.1: Intro to Session 7: Context-Free Grammar - Programming with Text,https://www.youtube.com/watch?v=Rhqk9HYiB7Q,"This video introduces Session 7: Context-Free Grammar from the ITP course ""Programming from A to Z"".  A Context-Free Grammar is a set of recursive ""replacement"" rules to generate text. In this...",870,https://i.ytimg.com/vi/Rhqk9HYiB7Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC23-Lo6CKrmMjTrft_HHXsb6xW_Q
